( ) the dog cool?,Is,Are,Is,the dog は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) his bike cool?,Is,Are,Is,his bike は単数なので is。単数の be 動詞の疑問文は Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) we happy?,Is,Are,Are,we は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) they happy?,Is,Are,Are,they は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) Tom and Ken happy?,Is,Are,Are,Tom and Ken は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) Mary and Yuki happy?,Is,Are,Are,Mary and Yuki は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) my friends happy?,Is,Are,Are,my friends は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the students happy?,Is,Are,Are,the students は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the boys happy?,Is,Are,Are,the boys は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the girls happy?,Is,Are,Are,the girls は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) my parents happy?,Is,Are,Are,my parents は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) these students happy?,Is,Are,Are,these students は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) those boys happy?,Is,Are,Are,those boys は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the teachers happy?,Is,Are,Are,The teachers は複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) these cool?,Is,Are,Are,these は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) those cool?,Is,Are,Are,those は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) they cool?,Is,Are,Are,they は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) my books cool?,Is,Are,Are,My books は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the cats cool?,Is,Are,Are,the cats は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the dogs cool?,Is,Are,Are,the dogs は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) his bikes cool?,Is,Are,Are,his bikes は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) her pencils cool?,Is,Are,Are,her pencils は複数なので are。複数の be 動詞の疑問文は Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) he from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) she from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Tom from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) Mary from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my brother from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my sister from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my father from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my mother from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) this from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) that from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) it from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) my bag from Japan?,Is,Do,Is,from Japan は be 動詞を使う文なので Is で始める。,be動詞(主語がIやyou以外の時),これから
( ) We from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) they from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) Tom and Ken from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) Mary and Yuki from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) my friends from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the students from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the boys from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) the girls from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) these from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) those from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) they from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
( ) my books from Japan?,Are,Do,Are,from Japan は be 動詞を使う文なので Are で始める。,be動詞(主語がIやyou以外の時),これから
Is he a student? Yes, he ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is he busy? No, he ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Is she a student? Yes, she ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is she busy? No, she ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Is Tom a student? Yes, he ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is Tom busy? No, he ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Is Mary a student? Yes, she ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is Mary busy? No, she ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Is it a student? Yes, it ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is it busy? No, it ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Is this book brown? Yes, it ( ).,is,are,is,Is で聞かれた単数の答えは Yes, he/she/it is。,be動詞(主語がIやyou以外の時),これから
Is this book nice? No, it ( ).,isn't,aren't,isn't,Is で聞かれた単数の否定の答えは No, he/she/it isn't。,be動詞(主語がIやyou以外の時),これから
Are they ready? Yes, they ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are they tired? No, they ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
Are we ready? Yes, we ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are we tired? No, we ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
Are Tom and Ken ready? Yes, they ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are Tom and Ken tired? No, they ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
Are the students ready? Yes, they ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are the students tired? No, they ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
Are these books useful? Yes, they ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are these books useless? No, they ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
Are the dogs ready? Yes, they ( ).,are,is,are,Are で聞かれた複数の答えは Yes, they/we are。,be動詞(主語がIやyou以外の時),これから
Are the dogs tired? No, they ( ).,aren't,isn't,aren't,Are で聞かれた複数の否定の答えは No, they/we aren't。,be動詞(主語がIやyou以外の時),これから
He ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
She ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
Tom ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
Mary ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
My brother ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
My sister ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
My father ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
My mother ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
The boy ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
The girl ( ) in the first grade.,is,does,is,学年や状態を表す文は be 動詞を使う。単数なので is。,be動詞(主語がIやyou以外の時),これから
We ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
My friends ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
The students ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
The boys ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
The girls ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
My parents ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
These students ( ) in the first grade.,are,do,are,学年や状態を表す文は be 動詞を使う。複数なので are。,be動詞(主語がIやyou以外の時),これから
He ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
She ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
Tom ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
Mary ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
My brother ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
My sister ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
My father ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
My mother ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
This ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
That ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
It ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
My bag ( ) not in the classroom.,is,does,is,not の前には be 動詞が入る。単数なので is。,be動詞(主語がIやyou以外の時),これから
We ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
Tom and Ken ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
Mary and Yuki ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
My friends ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
The students ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
The boys ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
The girls ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
These ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
Those ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
They ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
My books ( ) not in the classroom.,are,do,are,not の前には be 動詞が入る。複数なので are。,be動詞(主語がIやyou以外の時),これから
( ) children play here?,Do,Does,Do,children は複数形なので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) he play soccer?,Does,Do,Does,he は三人称単数なので、疑問文は Does で始めます。,一般動詞(主語がIやyou以外の時),これから,
( ) I have a pen?,Do,Does,Do,I は三人称単数ではないので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) Ken study English?,Does,Do,Does,Ken は一人なので Does を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) Koji and I play tennis?,Do,Does,Do,Koji and I は複数扱いなので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) people use smartphones?,Do,Does,Do,people は複数扱いなので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) she like cats?,Does,Do,Does,she は三人称単数なので Does を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) the students read books?,Do,Does,Do,the students は複数なので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) this dog eat meat?,Does,Do,Does,this dog は一匹なので Does を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) Tom and Ken like baseball?,Do,Does,Do,Tom and Ken は複数なので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) you speak English?,Do,Does,Do,you は三人称単数ではないので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) your friends come to school?,Do,Does,Do,your friends は複数なので Do を使います。,一般動詞(主語がIやyou以外の時),これから,
( ) your sister watch TV?,Does,Do,Does,your sister は三人称単数なので Does を使います。,一般動詞(主語がIやyou以外の時),これから,
Children ( ) go there.,don't,doesn't,don't,Children は複数形なので don't です。,一般動詞(主語がIやyou以外の時),これから,
Children ( ) in the park.,play,plays,play,Children は child の複数形です。動詞は原形です。,一般動詞(主語がIやyou以外の時),これから,
Do children ( ) books?,read,reads,read,children は複数形で、Do の後ろは原形 read です。,一般動詞(主語がIやyou以外の時),これから,
Do Koji and I ( ) tennis?,play,plays,play,Do の後ろも動詞の原形です。,一般動詞(主語がIやyou以外の時),これから,
Do people ( ) smartphones?,use,uses,use,people は複数扱いで、Do の後ろは原形 use です。,一般動詞(主語がIやyou以外の時),これから,
Does he ( ) soccer?,play,plays,play,Does の後ろは動詞の原形です。plays にはしません。,一般動詞(主語がIやyou以外の時),これから,
Does Ken ( ) English?,study,studies,study,Does の後ろなので study のままです。,一般動詞(主語がIやyou以外の時),これから,
Does she ( ) music?,like,likes,like,Does の後ろは原形 like です。,一般動詞(主語がIやyou以外の時),これから,
Does your sister ( ) TV?,watch,watches,watch,Does の後ろは watches ではなく watch です。,一般動詞(主語がIやyou以外の時),これから,
He ( ) play soccer.,doesn't,don't,doesn't,He は三人称単数なので doesn't を使います。,一般動詞(主語がIやyou以外の時),これから,
He ( ) soccer.,plays,play,plays,He は三人称単数なので、現在の肯定文では plays にします。,一般動詞(主語がIやyou以外の時),これから,
He doesn't ( ) soccer.,play,plays,play,doesn't の後ろは動詞の原形です。plays にしません。,一般動詞(主語がIやyou以外の時),これから,
Ken ( ) English.,studies,study,studies,Ken は一人の人なので三人称単数です。study は studies になります。,一般動詞(主語がIやyou以外の時),これから,
Ken ( ) study math.,doesn't,don't,doesn't,Ken は一人なので doesn't を使います。,一般動詞(主語がIやyou以外の時),これから,
Ken doesn't ( ) a bike.,have,has,have,doesn't の後ろは原形 have です。has にはしません。,一般動詞(主語がIやyou以外の時),これから,
Koji and I ( ) play tennis.,don't,doesn't,don't,Koji and I は複数扱いなので don't を使います。,一般動詞(主語がIやyou以外の時),これから,
Koji and I ( ) tennis.,play,plays,play,Koji and I は2人以上なので複数扱いです。三単現の s はつけません。,一般動詞(主語がIやyou以外の時),これから,
My brother and I ( ) math.,study,studies,study,My brother and I は複数扱いです。動詞は原形です。,一般動詞(主語がIやyou以外の時),これから,
My father ( ) to work.,goes,go,goes,My father は三人称単数なので goes にします。,一般動詞(主語がIやyou以外の時),これから,
My friends ( ) come here.,don't,doesn't,don't,My friends は複数なので don't です。,一般動詞(主語がIやyou以外の時),これから,
My friends ( ) to school.,come,comes,come,My friends は複数なので come です。,一般動詞(主語がIやyou以外の時),これから,
My sister ( ) TV.,watches,watch,watches,My sister は三人称単数なので watches にします。,一般動詞(主語がIやyou以外の時),これから,
My sister ( ) watch TV.,doesn't,don't,doesn't,My sister は三人称単数なので doesn't です。,一般動詞(主語がIやyou以外の時),これから,
My sister doesn't ( ) TV.,watch,watches,watch,doesn't の後ろは原形 watch です。,一般動詞(主語がIやyou以外の時),これから,
Our teacher ( ) English.,speaks,speak,speaks,Our teacher は一人の先生を表すので三人称単数です。,一般動詞(主語がIやyou以外の時),これから,
People ( ) smartphones.,use,uses,use,People は複数扱いです。三単現の s はつけません。,一般動詞(主語がIやyou以外の時),これから,
People ( ) use this word.,don't,doesn't,don't,People は複数扱いなので don't です。,一般動詞(主語がIやyou以外の時),これから,
She ( ) like dogs.,doesn't,don't,doesn't,She は三人称単数なので doesn't です。,一般動詞(主語がIやyou以外の時),これから,
She ( ) music.,likes,like,likes,She は三人称単数なので、現在の肯定文では likes にします。,一般動詞(主語がIやyou以外の時),これから,
She doesn't ( ) music.,like,likes,like,doesn't の後ろは原形 like です。,一般動詞(主語がIやyou以外の時),これから,
The boy ( ) a bike.,has,have,has,The boy は三人称単数です。have は has になります。,一般動詞(主語がIやyou以外の時),これから,
The students ( ) books.,read,reads,read,The students は複数なので read です。,一般動詞(主語がIやyou以外の時),これから,
The students ( ) read English books.,don't,doesn't,don't,The students は複数なので don't です。,一般動詞(主語がIやyou以外の時),これから,
This dog ( ) eat fish.,doesn't,don't,doesn't,This dog は一匹なので doesn't です。,一般動詞(主語がIやyou以外の時),これから,
This dog ( ) meat.,eats,eat,eats,This dog は一匹なので三人称単数です。,一般動詞(主語がIやyou以外の時),これから,
This dog doesn't ( ) rice.,eat,eats,eat,doesn't の後ろは原形 eat です。,一般動詞(主語がIやyou以外の時),これから,
Tom and Ken ( ) baseball.,like,likes,like,Tom and Ken は2人なので複数扱いです。,一般動詞(主語がIやyou以外の時),これから,
Tom and Ken ( ) like soccer.,don't,doesn't,don't,Tom and Ken は複数なので don't です。,一般動詞(主語がIやyou以外の時),これから,
( ) I practice soccer?,Do,Am,Do,play は一般動詞です。I が主語でも、一般動詞の疑問文は Do で始めます。am は be動詞なので使いません。,一般動詞(主語がIやyouの時),習った
( ) I go to the music room?,Do,Am,Do,like は一般動詞です。一般動詞の疑問文は Do + 主語 + 動詞の原形です。,一般動詞(主語がIやyouの時),習った
( ) I have a pen?,Do,Am,Do,have は一般動詞です。Am I have とは言いません。,一般動詞(主語がIやyouの時),習った
( ) I study English?,Do,Am,Do,study は一般動詞です。疑問文では Do を使います。,一般動詞(主語がIやyouの時),習った
( ) I play the piano?,Do,Am,Do,play は一般動詞です。be動詞 am ではなく Do を使います。,一般動詞(主語がIやyouの時),習った
I ( ) play soccer.,don't,am not,don't,一般動詞の否定文は do not + 動詞の原形です。am not play とは言いません。,一般動詞(主語がIやyouの時),習った
I ( ) like dogs.,don't,am not,don't,like は一般動詞なので、否定文では don't を使います。,一般動詞(主語がIやyouの時),習った
I ( ) have a bike.,don't,am not,don't,have は一般動詞です。I don't have ... が正しい形です。,一般動詞(主語がIやyouの時),習った
I ( ) not study math.,do,am,do,study は一般動詞なので、I do not study ... になります。,一般動詞(主語がIやyouの時),習った
I ( ) not watch movies.,do,am,do,watch は一般動詞です。否定文では do not を使います。,一般動詞(主語がIやyouの時),習った
( ) you play tennis?,Do,Are,Do,play は一般動詞です。you が主語でも、一般動詞の疑問文は Do で始めます。,一般動詞(主語がIやyouの時),習った
( ) you like English?,Do,Are,Do,like は一般動詞です。Are you like ... とは言いません。,一般動詞(主語がIやyouの時),習った
( ) you have a notebook?,Do,Are,Do,have は一般動詞です。疑問文では Do you have ... になります。,一般動詞(主語がIやyouの時),習った
( ) you study Japanese?,Do,Are,Do,study は一般動詞です。be動詞 are ではなく Do を使います。,一般動詞(主語がIやyouの時),習った
( ) you watch baseball?,Do,Are,Do,watch は一般動詞です。一般動詞の疑問文は Do で始めます。,一般動詞(主語がIやyouの時),習った
You ( ) play soccer.,don't,aren't,don't,一般動詞の否定文は don't + 動詞の原形です。aren't play とは言いません。,一般動詞(主語がIやyouの時),習った
You ( ) like cats.,don't,aren't,don't,like は一般動詞なので、否定文では don't を使います。,一般動詞(主語がIやyouの時),習った
You ( ) have a pencil.,don't,aren't,don't,have は一般動詞です。You don't have ... が正しい形です。,一般動詞(主語がIやyouの時),習った
You ( ) study English.,don't,aren't,don't,study は一般動詞です。否定文では don't を使います。,一般動詞(主語がIやyouの時),習った
You ( ) watch TV.,don't,aren't,don't,watch は一般動詞です。aren't watch ではなく don't watch です。,一般動詞(主語がIやyouの時),習った
There ( ) a book on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a pen on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a cat on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) one student on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a ball on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) an apple on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a desk on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a picture on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a bike on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) a notebook on the desk.,is,are,is,There is/are の後ろが単数なので is。,there + be動詞,これから
There ( ) two books in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) three pens in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) many students in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) some cats in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) five balls in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) three apples in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) two desks in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) many pictures in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) some bikes in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
There ( ) four notebooks in the room.,is,are,are,There is/are の後ろが複数なので are。,there + be動詞,これから
( ) there a book on the table?,Is,Are,Is,There is/are の疑問文で後ろが単数なので Is。,there + be動詞,これから
( ) there a pen on the table?,Is,Are,Is,There is/are の疑問文で後ろが単数なので Is。,there + be動詞,これから
( ) there a student on the table?,Is,Are,Is,There is/are の疑問文で後ろが単数なので Is。,there + be動詞,これから
( ) there an apple on the table?,Is,Are,Is,There is/are の疑問文で後ろが単数なので Is。,there + be動詞,これから
( ) there a bike on the table?,Is,Are,Is,There is/are の疑問文で後ろが単数なので Is。,there + be動詞,これから
( ) there two books on the table?,Is,Are,Are,There is/are の疑問文で後ろが複数なので Are。,there + be動詞,これから
( ) there three pens on the table?,Is,Are,Are,There is/are の疑問文で後ろが複数なので Are。,there + be動詞,これから
( ) there many students on the table?,Is,Are,Are,There is/are の疑問文で後ろが複数なので Are。,there + be動詞,これから
( ) there any apples on the table?,Is,Are,Are,There is/are の疑問文で後ろが複数なので Are。,there + be動詞,これから
( ) there two bikes on the table?,Is,Are,Are,There is/are の疑問文で後ろが複数なので Are。,there + be動詞,これから

